Entity,Year,feature,forecast_value,lower_ci,upper_ci
Libya,2026,electricity_access,65.5729,64.3082,66.8079
Libya,2027,electricity_access,64.7071,63.2911,66.1718
Libya,2023,gdp_per_capita,18396.196,6918.3358,30543.7065
Libya,2024,gdp_per_capita,18492.5111,7365.2219,30015.3759
Libya,2025,gdp_per_capita,18589.0901,7341.7168,30115.0803
Libya,2026,gdp_per_capita,18685.4053,7556.2846,30113.963
Libya,2027,gdp_per_capita,18781.7204,7865.9135,29892.6521
Lithuania,2023,internet_usage,90.4464,88.0233,92.8231
Lithuania,2024,internet_usage,92.6376,89.9219,94.9835
Lithuania,2025,internet_usage,94.8349,92.0099,97.7896
Lithuania,2026,internet_usage,97.0261,93.6821,100.7754
Lithuania,2027,internet_usage,99.2173,94.3969,103.9967
Lithuania,2023,electricity_access,100.0,99.8907,100.0968
Lithuania,2024,electricity_access,100.0,99.6773,100.3168
Lithuania,2025,electricity_access,100.0,99.4245,100.5782
Lithuania,2026,electricity_access,100.0,99.1263,100.9181
Lithuania,2027,electricity_access,100.0,98.7864,101.2339
Lithuania,2023,gdp_per_capita,31709.9205,29705.0874,33661.2944
Lithuania,2024,gdp_per_capita,32594.1979,30453.8668,34563.5822
Lithuania,2025,gdp_per_capita,33480.898,31418.7073,35473.23
Lithuania,2026,gdp_per_capita,34365.1753,32519.3878,36347.0059
Lithuania,2027,gdp_per_capita,35249.4527,33218.865,37307.3018
Luxembourg,2023,internet_usage,115.5667,93.4935,135.0352
Luxembourg,2024,internet_usage,118.4817,97.9813,138.5724
Luxembourg,2025,internet_usage,121.4046,101.2093,142.2854
Luxembourg,2026,internet_usage,124.3196,103.2127,143.9115
Luxembourg,2027,internet_usage,127.2345,106.7832,146.3197
Luxembourg,2023,electricity_access,100.0,100.0,100.0
Luxembourg,2024,electricity_access,100.0,100.0,100.0
Luxembourg,2025,electricity_access,100.0,100.0,100.0
Luxembourg,2026,electricity_access,100.0,100.0,100.0
Luxembourg,2027,electricity_access,100.0,100.0,100.0
Luxembourg,2023,gdp_per_capita,54955.5856,52609.0902,57039.6701
Luxembourg,2024,gdp_per_capita,54995.88,52563.6942,57276.2322
Luxembourg,2025,gdp_per_capita,55036.2848,52861.3122,57314.5244
Luxembourg,2026,gdp_per_capita,55076.5791,52557.3246,57152.4971
Luxembourg,2027,gdp_per_capita,55116.8735,52873.6653,57327.0949
Madagascar,2023,internet_usage,11.7046,6.96,16.5075
Madagascar,2024,internet_usage,12.3338,7.5526,17.2938
Madagascar,2025,internet_usage,12.9648,8.4512,17.5962
Madagascar,2026,internet_usage,13.5941,8.8192,18.3465
Madagascar,2027,internet_usage,14.2234,9.436,18.7085
Madagascar,2023,electricity_access,32.6619,24.3197,41.3434
Madagascar,2024,electricity_access,33.6228,25.5264,41.568
Madagascar,2025,electricity_access,34.5863,26.5778,42.9283
Madagascar,2026,electricity_access,35.5472,27.2042,43.6373
Madagascar,2027,electricity_access,36.5081,28.0774,45.198
Madagascar,2023,gdp_per_capita,1401.6865,1299.0134,1515.3113
Madagascar,2024,gdp_per_capita,1406.5307,1296.6195,1505.8293
Madagascar,2025,gdp_per_capita,1411.3882,1302.5423,1510.0396
Madagascar,2026,gdp_per_capita,1416.2324,1301.6401,1515.6327
Madagascar,2027,gdp_per_capita,1421.0766,1315.6579,1523.4522
Malawi,2023,internet_usage,13.7162,9.3764,17.7995
Malawi,2024,internet_usage,14.4491,10.1372,18.418
Malawi,2025,internet_usage,15.1839,10.4477,19.3847
Malawi,2026,internet_usage,15.9168,11.6403,19.9408
Malawi,2027,internet_usage,16.6496,12.1493,20.9545
Malawi,2023,electricity_access,14.6197,11.4321,17.7359
Malawi,2024,electricity_access,15.0751,11.9069,18.2718
Malawi,2025,electricity_access,15.5318,12.3629,18.5517
Malawi,2026,electricity_access,15.9872,12.8892,19.1145
Malawi,2027,electricity_access,16.4426,13.0618,19.6435
Malawi,2023,gdp_per_capita,1244.7869,1186.6404,1304.8671
Malawi,2024,gdp_per_capita,1259.3263,1200.7415,1319.8538
Malawi,2025,gdp_per_capita,1273.9056,1215.397,1334.3115
Malawi,2026,gdp_per_capita,1288.4451,1229.7354,1353.3849
Malawi,2027,gdp_per_capita,1302.9845,1238.2059,1364.2598
Malaysia,2023,internet_usage,98.455,90.0491,106.6865
Malaysia,2024,internet_usage,101.5542,93.4563,109.8154
Malaysia,2025,internet_usage,104.6618,97.2124,112.8024
Malaysia,2026,internet_usage,107.761,99.6857,115.346
Malaysia,2027,internet_usage,110.8601,102.171,118.5426
Malaysia,2023,electricity_access,100.0,99.8171,100.2028
Malaysia,2024,electricity_access,100.0,99.443,100.6293
Malaysia,2025,electricity_access,100.0,98.9559,101.1604
Malaysia,2026,electricity_access,100.0,98.3466,101.6758
Malaysia,2027,electricity_access,100.0,97.7616,102.2578
Malaysia,2023,gdp_per_capita,27308.3076,26152.9836,28635.6334
Malaysia,2024,gdp_per_capita,27945.0323,26806.1709,29195.8554
Malaysia,2025,gdp_per_capita,28583.5014,27413.0652,29803.6544
Malaysia,2026,gdp_per_capita,29220.2261,28018.9584,30366.277
Malaysia,2027,gdp_per_capita,29856.9508,28568.1199,31001.9607
Mali,2023,internet_usage,27.5985,16.7587,38.6479
Mali,2024,internet_usage,29.1322,18.3519,39.1832
Mali,2025,internet_usage,30.6701,20.6972,41.6536
Mali,2026,internet_usage,32.2038,21.364,42.9213
Mali,2027,internet_usage,33.7375,22.5698,43.9988
Mali,2023,electricity_access,54.2723,48.5083,59.962
Mali,2024,electricity_access,56.318,50.132,61.9619
Mali,2025,electricity_access,58.3693,52.9952,64.0026
Mali,2026,electricity_access,60.415,55.0123,66.4824
Mali,2027,electricity_access,62.4607,56.0765,67.9199
Mali,2023,gdp_per_capita,1716.3619,1632.0434,1811.1973
Mali,2024,gdp_per_capita,1735.1185,1644.2529,1824.9439
Mali,2025,gdp_per_capita,1753.9265,1656.1338,1844.825
Mali,2026,gdp_per_capita,1772.683,1674.0721,1866.9453
Mali,2027,gdp_per_capita,1791.4396,1694.3286,1883.7987
Malta,2023,internet_usage,94.2056,90.5347,97.7085
Malta,2024,internet_usage,96.5621,92.7606,99.9825
Malta,2025,internet_usage,98.9251,95.3198,102.5905
Malta,2026,internet_usage,101.2815,97.1793,105.3121
Malta,2027,internet_usage,103.638,99.5417,107.8432
Malta,2023,electricity_access,100.0,100.0,100.0
Malta,2024,electricity_access,100.0,100.0,100.0
Malta,2025,electricity_access,100.0,100.0,100.0
Malta,2026,electricity_access,100.0,100.0,100.0
Malta,2027,electricity_access,100.0,100.0,100.0
Malta,2023,gdp_per_capita,34847.3008,32904.1719,36742.4323
Malta,2024,gdp_per_capita,35670.755,33821.0458,37634.899
Malta,2025,gdp_per_capita,36496.4652,34682.5887,38361.0227
Malta,2026,gdp_per_capita,37319.9194,35289.5436,39197.8662
Malta,2027,gdp_per_capita,38143.3736,36246.3273,40037.5152
Mauritania,2023,internet_usage,29.167,20.8692,37.1611
Mauritania,2024,internet_usage,30.7341,22.8216,39.065
Mauritania,2025,internet_usage,32.3054,24.3066,40.6236
Mauritania,2026,internet_usage,33.8724,26.28,41.7207
Mauritania,2027,internet_usage,35.4395,27.232,43.5456
Mauritania,2023,electricity_access,50.7156,47.1295,54.4874
Mauritania,2024,electricity_access,52.0928,48.2785,56.1972
Mauritania,2025,electricity_access,53.4737,49.561,57.3682
Mauritania,2026,electricity_access,54.8508,51.0204,58.8479
Mauritania,2027,electricity_access,56.228,52.7457,60.0864
Mauritania,2023,gdp_per_capita,3793.1846,3576.462,4001.4242
Mauritania,2024,gdp_per_capita,3847.0773,3645.13,4060.2815
Mauritania,2025,gdp_per_capita,3901.1176,3679.5447,4116.1088
Mauritania,2026,gdp_per_capita,3955.0104,3744.6099,4169.8428
Mauritania,2027,gdp_per_capita,4008.9031,3812.59,4213.5559
Mauritius,2023,internet_usage,78.9123,77.1273,81.0815
Mauritius,2024,internet_usage,82.7743,80.5924,84.69
Mauritius,2025,internet_usage,86.6468,84.4762,88.8134
Mauritius,2026,internet_usage,90.5087,87.953,92.9924
Mauritius,2027,internet_usage,94.3706,91.6065,96.9683
Mauritius,2023,electricity_access,99.8451,99.6029,100.0568
Mauritius,2024,electricity_access,99.8718,99.5252,100.2152
Mauritius,2025,electricity_access,99.8985,99.4046,100.4017
Mauritius,2026,electricity_access,99.9252,99.1895,100.6164
Mauritius,2027,electricity_access,99.9518,98.9881,100.94
Mauritius,2023,gdp_per_capita,21115.6921,19504.3729,22771.021
Mauritius,2024,gdp_per_capita,21445.6807,19769.3876,23000.5341
Mauritius,2025,gdp_per_capita,21776.5734,20221.1594,23369.8464
Mauritius,2026,gdp_per_capita,22106.562,20623.3909,23856.4454
Mauritius,2027,gdp_per_capita,22436.5506,20843.3854,23940.0226
Mexico,2023,internet_usage,80.7047,74.2335,86.2483
Mexico,2024,internet_usage,84.3721,77.8381,90.2865
Mexico,2025,internet_usage,88.0497,81.9194,94.1234
Mexico,2026,internet_usage,91.7172,86.0345,97.8295
Mexico,2027,internet_usage,95.3846,89.2849,101.9354
Mexico,2023,electricity_access,100.0217,99.2889,100.7622
Mexico,2024,electricity_access,100.1095,99.4501,100.765
Mexico,2025,electricity_access,100.1975,99.4806,100.9103
Mexico,2026,electricity_access,100.2853,99.603,100.9776
Mexico,2027,electricity_access,100.3731,99.6741,101.0869
Mexico,2023,gdp_per_capita,16316.1249,15517.8304,17076.8438
Mexico,2024,gdp_per_capita,16303.6232,15481.3135,17063.3829
Mexico,2025,gdp_per_capita,16291.0874,15484.001,17097.8555
Mexico,2026,gdp_per_capita,16278.5857,15511.2977,17080.8199
Mexico,2027,gdp_per_capita,16266.0841,15417.9667,17132.0357
Moldova,2023,internet_usage,78.5177,63.1001,94.2105
Moldova,2024,internet_usage,82.0215,66.5534,96.884
Moldova,2025,internet_usage,85.535,69.5305,101.2906
Moldova,2026,internet_usage,89.0388,72.5651,104.8132
Moldova,2027,internet_usage,92.5427,78.0076,107.4056
Moldova,2023,electricity_access,100.0,99.7109,100.2565
Moldova,2024,electricity_access,100.0,99.1209,100.7928
Moldova,2025,electricity_access,100.0,98.3717,101.4515
Moldova,2026,electricity_access,100.0,97.6825,102.2407
Moldova,2027,electricity_access,100.0,96.9406,103.1747
Moldova,2023,gdp_per_capita,7425.066,6926.2348,7972.8206
Moldova,2024,gdp_per_capita,7619.5875,7127.1645,8136.7147
Moldova,2025,gdp_per_capita,7814.6419,7313.1614,8274.2315
Moldova,2026,gdp_per_capita,8009.1633,7497.3853,8522.2741
Moldova,2027,gdp_per_capita,8203.6848,7678.2099,8700.4189
Mongolia,2023,internet_usage,61.5152,36.7758,87.0897
Mongolia,2024,internet_usage,64.805,38.5957,89.9159
Mongolia,2025,internet_usage,68.1038,42.8261,91.9854
Mongolia,2026,internet_usage,71.3935,45.1706,96.1428
Mongolia,2027,internet_usage,74.6833,49.8161,101.3756
Mongolia,2023,electricity_access,103.9638,98.3054,109.3217
Mongolia,2024,electricity_access,105.8848,100.8228,111.2599
Mongolia,2025,electricity_access,107.811,102.624,113.141
Mongolia,2026,electricity_access,109.732,104.4137,114.8744
Mongolia,2027,electricity_access,111.653,106.2444,116.7151
Mongolia,2023,gdp_per_capita,15604.5708,13787.9528,17468.0933
Mongolia,2024,gdp_per_capita,16153.3785,14356.2093,17934.8194
Mongolia,2025,gdp_per_capita,16703.6899,14880.909,18472.5336
Mongolia,2026,gdp_per_capita,17252.4977,15511.513,19103.9517
Mongolia,2027,gdp_per_capita,17801.3054,16039.2321,19689.3016
Morocco,2023,internet_usage,94.8535,84.8441,104.9979
Morocco,2024,internet_usage,99.115,89.2783,109.3523
Morocco,2025,internet_usage,103.3881,93.4067,114.5444
Morocco,2026,internet_usage,107.6496,97.5183,117.6711
Morocco,2027,internet_usage,111.9111,101.6073,122.5054
Morocco,2023,electricity_access,103.8891,97.1079,111.0095
Morocco,2024,electricity_access,104.7815,97.9352,111.9737
Morocco,2025,electricity_access,105.6763,98.8997,112.5277
Morocco,2026,electricity_access,106.5687,99.8136,113.3055
Morocco,2027,electricity_access,107.4611,100.425,114.1287
Morocco,2023,gdp_per_capita,8518.896,8264.4851,8791.7215
Morocco,2024,gdp_per_capita,8584.3656,8332.0898,8848.0182
Morocco,2025,gdp_per_capita,8650.0146,8393.7939,8921.5744
Morocco,2026,gdp_per_capita,8715.4843,8425.504,8972.2939
Morocco,2027,gdp_per_capita,8780.954,8493.3172,9074.3185
Mozambique,2023,internet_usage,14.7692,10.9272,18.4994
Mozambique,2024,internet_usage,15.536,11.8744,19.3077
Mozambique,2025,internet_usage,16.3048,12.3772,19.9425
Mozambique,2026,internet_usage,17.0716,13.4883,21.0615
Mozambique,2027,internet_usage,17.8384,13.7622,21.7144
Mozambique,2023,electricity_access,34.7859,32.3747,37.0351
Mozambique,2024,electricity_access,36.0793,33.7048,38.2421
Mozambique,2025,electricity_access,37.3762,34.9219,39.7283
Mozambique,2026,electricity_access,38.6695,36.2298,41.0014
Mozambique,2027,electricity_access,39.9629,37.4485,42.1409
Mozambique,2023,gdp_per_capita,1126.9646,1056.8968,1196.3598
Mozambique,2024,gdp_per_capita,1137.1408,1069.8076,1203.8914
Mozambique,2025,gdp_per_capita,1147.3449,1079.6719,1214.6571
Mozambique,2026,gdp_per_capita,1157.5211,1086.482,1225.6317
Mozambique,2027,gdp_per_capita,1167.6973,1092.9739,1235.2416
Namibia,2023,internet_usage,53.9751,38.8079,69.03
Namibia,2024,internet_usage,56.7698,40.0664,71.9321
Namibia,2025,internet_usage,59.5722,44.2147,76.0815
Namibia,2026,internet_usage,62.3669,46.9044,77.7604
Namibia,2027,internet_usage,65.1617,50.3385,80.2202
Namibia,2023,electricity_access,56.8215,54.7776,58.7996
Namibia,2024,electricity_access,57.7584,55.6047,59.8906
Namibia,2025,electricity_access,58.6978,56.6351,60.7711
Namibia,2026,electricity_access,59.6346,57.4523,61.6112
Namibia,2027,electricity_access,60.5714,58.4051,62.6027
Namibia,2023,gdp_per_capita,9260.4314,7967.4111,10557.8002
Namibia,2024,gdp_per_capita,9386.0061,8221.1515,10705.3187
Namibia,2025,gdp_per_capita,9511.9249,8319.5978,10761.8083
Namibia,2026,gdp_per_capita,9637.4996,8420.1623,10909.7337
Namibia,2027,gdp_per_capita,9763.0744,8512.5937,10959.985
Nepal,2023,internet_usage,40.5648,28.3422,52.2116
Nepal,2024,internet_usage,42.7556,30.6868,55.4431
Nepal,2025,internet_usage,44.9524,32.2719,57.3942
Nepal,2026,internet_usage,47.1432,35.206,57.985
Nepal,2027,internet_usage,49.334,37.693,61.3448
Nepal,2023,electricity_access,97.215,91.16,103.2719
Nepal,2024,electricity_access,98.9106,92.4386,104.715
Nepal,2025,electricity_access,100.6109,94.4544,107.0244
Nepal,2026,electricity_access,102.3066,95.685,108.6564
Nepal,2027,electricity_access,104.0022,97.6476,110.6571
Nepal,2023,gdp_per_capita,3092.2502,2990.629,3188.7928
Nepal,2024,gdp_per_capita,3167.698,3070.6665,3265.948
Nepal,2025,gdp_per_capita,3243.3525,3142.1143,3346.6566
Nepal,2026,gdp_per_capita,3318.8003,3218.9955,3430.9246
Nepal,2027,gdp_per_capita,3394.2481,3288.5621,3492.6116
Netherlands,2023,internet_usage,104.2188,89.0246,119.185
Netherlands,2024,internet_usage,105.9729,88.528,120.9932
Netherlands,2025,internet_usage,107.7318,92.0182,124.1122
Netherlands,2026,internet_usage,109.4858,91.8516,126.2616
Netherlands,2027,internet_usage,111.2399,94.5484,128.9501
Netherlands,2023,electricity_access,100.0,100.0,100.0
Netherlands,2024,electricity_access,100.0,100.0,100.0
Netherlands,2025,electricity_access,100.0,100.0,100.0
Netherlands,2026,electricity_access,100.0,100.0,100.0
Netherlands,2027,electricity_access,100.0,100.0,100.0
Netherlands,2023,gdp_per_capita,48890.8073,47156.0524,50638.2764
Netherlands,2024,gdp_per_capita,49293.2782,47561.2691,51138.4998
Netherlands,2025,gdp_per_capita,49696.8518,48033.6149,51392.9319
Netherlands,2026,gdp_per_capita,50099.3227,48338.966,51936.8452
Netherlands,2027,gdp_per_capita,50501.7936,48949.9848,52304.618
New Zealand,2023,internet_usage,97.7291,94.6794,100.9792
New Zealand,2024,internet_usage,99.2072,96.2199,102.3935
New Zealand,2025,internet_usage,100.6894,97.3665,104.0414
New Zealand,2026,internet_usage,102.1675,98.6901,105.5023
New Zealand,2027,internet_usage,103.6456,100.0489,107.152
New Zealand,2023,electricity_access,100.0,100.0,100.0
New Zealand,2024,electricity_access,100.0,100.0,100.0
New Zealand,2025,electricity_access,100.0,100.0,100.0
New Zealand,2026,electricity_access,100.0,100.0,100.0
New Zealand,2027,electricity_access,100.0,100.0,100.0
New Zealand,2023,gdp_per_capita,38578.6403,37796.1627,39394.5108
New Zealand,2024,gdp_per_capita,39107.6331,38315.5661,39820.1745
New Zealand,2025,gdp_per_capita,39638.0753,38800.7644,40452.4785
New Zealand,2026,gdp_per_capita,40167.0681,39322.7829,40994.4467
New Zealand,2027,gdp_per_capita,40696.0609,39790.9326,41561.0852
Nicaragua,2023,internet_usage,43.3626,33.4339,53.4573
Nicaragua,2024,internet_usage,45.5908,35.9983,55.7919
Nicaragua,2025,internet_usage,47.8251,37.9468,57.5864
Nicaragua,2026,internet_usage,50.0533,40.2664,60.2862
Nicaragua,2027,internet_usage,52.2815,42.7425,62.3179
Nicaragua,2023,electricity_access,87.3397,86.3571,88.3301
Nicaragua,2024,electricity_access,87.8113,86.8308,88.7634
Nicaragua,2025,electricity_access,88.2842,87.2011,89.2229
Nicaragua,2026,electricity_access,88.7558,87.6989,89.801
Nicaragua,2027,electricity_access,89.2274,87.9113,90.4113
Nicaragua,2023,gdp_per_capita,5082.185,4829.6727,5359.5075
Nicaragua,2024,gdp_per_capita,5118.3526,4845.906,5408.8729
Nicaragua,2025,gdp_per_capita,5154.6193,4884.6769,5447.6241
Nicaragua,2026,gdp_per_capita,5190.7869,4915.2391,5464.2751
Nicaragua,2027,gdp_per_capita,5226.9545,4940.2597,5509.7381
Niger,2023,internet_usage,15.2233,7.3287,23.3311
Niger,2024,internet_usage,16.0911,8.6933,24.2595
Niger,2025,internet_usage,16.9613,9.044,25.1076
Niger,2026,internet_usage,17.8291,9.8795,26.1893
Niger,2027,internet_usage,18.6969,10.0358,26.8572
Niger,2023,electricity_access,20.7391,19.1623,22.2802
Niger,2024,electricity_access,21.3368,19.8651,23.0797
Niger,2025,electricity_access,21.9362,20.3674,23.4784
Niger,2026,electricity_access,22.5339,20.9935,24.1856
Niger,2027,electricity_access,23.1316,21.6036,24.762
Niger,2023,gdp_per_capita,1003.5803,973.6554,1034.375
Niger,2024,gdp_per_capita,1018.1669,988.0661,1048.544
Niger,2025,gdp_per_capita,1032.7935,1003.0958,1064.2058
Niger,2026,gdp_per_capita,1047.3801,1018.8155,1077.6064
Niger,2027,gdp_per_capita,1061.9667,1031.7803,1092.7159
Nigeria,2023,internet_usage,38.8068,37.6596,40.0072
Nigeria,2024,internet_usage,40.8771,39.6623,42.0634
Nigeria,2025,internet_usage,42.9531,41.565,44.2825
Nigeria,2026,internet_usage,45.0233,43.5425,46.384
Nigeria,2027,internet_usage,47.0936,45.3256,48.8129
Nigeria,2023,electricity_access,60.0453,55.868,64.4245
Nigeria,2024,electricity_access,60.719,56.476,64.6493
Nigeria,2025,electricity_access,61.3946,57.4479,65.6381
Nigeria,2026,electricity_access,62.0684,57.9602,66.3196
Nigeria,2027,electricity_access,62.7421,58.4408,66.5796
Nigeria,2023,gdp_per_capita,6104.0058,5103.0972,7143.3741
Nigeria,2024,gdp_per_capita,6249.91,5176.3291,7342.2409
Nigeria,2025,gdp_per_capita,6396.2139,5409.5484,7406.9193
Nigeria,2026,gdp_per_capita,6542.1181,5548.9422,7575.9091
Nigeria,2027,gdp_per_capita,6688.0223,5672.4643,7718.695
North Macedonia,2023,internet_usage,90.8934,85.9905,95.7832
North Macedonia,2024,internet_usage,93.6596,88.7908,98.7998
North Macedonia,2025,internet_usage,96.4334,91.4505,101.2125
North Macedonia,2026,internet_usage,99.1997,93.7781,104.4196
North Macedonia,2027,internet_usage,101.9659,96.6269,107.254
North Macedonia,2023,electricity_access,100.0216,99.8254,100.2325
North Macedonia,2024,electricity_access,100.0367,99.4048,100.6457
North Macedonia,2025,electricity_access,100.0519,98.9439,101.1727
North Macedonia,2026,electricity_access,100.067,98.3276,101.809
North Macedonia,2027,electricity_access,100.0822,97.8183,102.4213
North Macedonia,2023,gdp_per_capita,14445.0797,13949.7611,14957.4075
North Macedonia,2024,gdp_per_capita,14717.5848,14177.5003,15237.3456
North Macedonia,2025,gdp_per_capita,14990.8365,14465.4556,15528.3558
North Macedonia,2026,gdp_per_capita,15263.3416,14717.6582,15782.0908
North Macedonia,2027,gdp_per_capita,15535.8467,14988.4363,16050.3299
Norway,2023,internet_usage,99.9639,94.9505,105.1591
Norway,2024,internet_usage,100.4989,95.4987,105.9477
Norway,2025,internet_usage,101.0353,95.5326,106.4696
Norway,2026,internet_usage,101.5702,95.776,106.847
Norway,2027,internet_usage,102.1051,96.3067,107.8907
Norway,2023,electricity_access,100.0,100.0,100.0
Norway,2024,electricity_access,100.0,100.0,100.0
Norway,2025,electricity_access,100.0,100.0,100.0
Norway,2026,electricity_access,100.0,100.0,100.0
Norway,2027,electricity_access,100.0,100.0,100.0
Norway,2023,gdp_per_capita,87507.7377,86001.7244,88935.7912
Norway,2024,gdp_per_capita,88080.3795,86533.0873,89701.3918
Norway,2025,gdp_per_capita,88654.5902,86837.0145,90564.3055
Norway,2026,gdp_per_capita,89227.232,87190.9657,91312.2533
Norway,2027,gdp_per_capita,89799.8739,87265.1288,92357.3545
Oman,2023,internet_usage,108.3578,92.8152,122.9467
Oman,2024,internet_usage,113.4668,99.6519,127.664
Oman,2025,internet_usage,118.5899,104.3074,133.267
Oman,2026,internet_usage,123.6989,109.7681,137.7597
Oman,2027,internet_usage,128.8079,114.0821,143.1903
Oman,2023,electricity_access,100.0,99.9719,100.0289
Oman,2024,electricity_access,100.0,99.9003,100.0909
Oman,2025,electricity_access,100.0,99.8265,100.174
Oman,2026,electricity_access,100.0,99.7368,100.2819
Oman,2027,electricity_access,100.0,99.634,100.3852
Oman,2023,gdp_per_capita,55958.1251,48415.4908,64473.2025
Oman,2024,gdp_per_capita,57192.0424,48927.3525,65320.7155
Oman,2025,gdp_per_capita,58429.3403,50554.3897,66907.3028
Oman,2026,gdp_per_capita,59663.2577,51812.1061,67202.1191
Oman,2027,gdp_per_capita,60897.175,52818.8349,68904.9763
Palestine,2023,internet_usage,88.5812,83.3742,93.4828
Palestine,2024,internet_usage,92.6617,87.5052,97.8086
Palestine,2025,internet_usage,96.7533,91.5382,102.0301
Palestine,2026,internet_usage,100.8337,95.8705,106.132
Palestine,2027,internet_usage,104.9142,99.1843,110.0256
Palestine,2023,electricity_access,100.0325,99.5263,100.5023
Palestine,2024,electricity_access,100.0465,98.475,101.4897
Palestine,2025,electricity_access,100.0605,97.3597,102.7304
Palestine,2026,electricity_access,100.0744,95.9153,104.2068
Palestine,2027,electricity_access,100.0884,94.4113,105.7788
Palestine,2023,gdp_per_capita,5081.4101,4374.7164,5790.2431
Palestine,2024,gdp_per_capita,5111.6207,4407.2751,5790.3562
Palestine,2025,gdp_per_capita,5141.9141,4475.8201,5901.1451
Palestine,2026,gdp_per_capita,5172.1247,4443.4493,5891.0349
Palestine,2027,gdp_per_capita,5202.3354,4445.2446,5909.542
Panama,2023,internet_usage,79.8465,72.9965,86.4739
Panama,2024,internet_usage,83.2555,76.1445,90.0859
Panama,2025,internet_usage,86.6738,79.3345,94.6157
Panama,2026,internet_usage,90.0829,82.8959,96.6034
Panama,2027,internet_usage,93.4919,86.3373,100.4351
Panama,2023,electricity_access,96.7304,94.7334,98.9129
Panama,2024,electricity_access,97.41,95.3666,99.5086
Panama,2025,electricity_access,98.0914,95.8871,100.0846
Panama,2026,electricity_access,98.7709,96.392,100.8389
Panama,2027,electricity_access,99.4504,97.4331,101.7832
Panama,2023,gdp_per_capita,24887.6362,22232.9924,27360.0348
Panama,2024,gdp_per_capita,25584.6058,22969.6856,28118.4447
Panama,2025,gdp_per_capita,26283.485,23815.5338,28966.3591
Panama,2026,gdp_per_capita,26980.4546,24509.0449,29363.4213
Panama,2027,gdp_per_capita,27677.4243,25087.7442,30127.0964
Paraguay,2023,internet_usage,86.4887,81.9956,91.6087
Paraguay,2024,internet_usage,91.3732,86.6681,96.1682
Paraguay,2025,internet_usage,96.271,91.686,101.226
Paraguay,2026,internet_usage,101.1555,96.01,106.5371
Paraguay,2027,internet_usage,106.0399,100.6724,111.8016
Paraguay,2023,electricity_access,100.2422,99.6483,100.8328
Paraguay,2024,electricity_access,100.4022,99.7486,101.0087
Paraguay,2025,electricity_access,100.5626,99.8202,101.363
Paraguay,2026,electricity_access,100.7227,99.7405,101.7372
Paraguay,2027,electricity_access,100.8827,99.6188,102.1952
Paraguay,2023,gdp_per_capita,9068.4022,8763.935,9435.0161
Paraguay,2024,gdp_per_capita,9155.0394,8809.9905,9484.5804
Paraguay,2025,gdp_per_capita,9241.914,8917.7842,9578.6422
Paraguay,2026,gdp_per_capita,9328.5512,8970.1487,9692.1874
Paraguay,2027,gdp_per_capita,9415.1884,9065.3495,9761.5137
Peru,2023,internet_usage,76.1758,72.0047,80.6626
Peru,2024,internet_usage,80.1264,76.142,84.6451
Peru,2025,internet_usage,84.0877,79.7815,88.468
Peru,2026,internet_usage,88.0383,83.7739,92.1482
Peru,2027,internet_usage,91.9888,87.2638,96.0596
Peru,2023,electricity_access,96.5969,95.9384,97.2544
Peru,2024,electricity_access,96.8852,95.9069,97.8336
Peru,2025,electricity_access,97.1742,95.7323,98.6701
Peru,2026,electricity_access,97.4624,95.3645,99.5657
Peru,2027,electricity_access,97.7506,94.5566,100.6536
Peru,2023,gdp_per_capita,13275.5328,12420.2008,14159.7686
Peru,2024,gdp_per_capita,13501.2277,12657.8596,14309.5626
Peru,2025,gdp_per_capita,13727.541,12894.0657,14626.6173
Peru,2026,gdp_per_capita,13953.2359,13155.1602,14915.8228
Peru,2027,gdp_per_capita,14178.9308,13273.9361,15044.0109
Philippines,2023,internet_usage,63.2261,51.5042,75.6388
Philippines,2024,internet_usage,66.3034,54.3677,79.1798
Philippines,2025,internet_usage,69.3891,57.4899,82.9244
Philippines,2026,internet_usage,72.4665,59.8462,84.2764
Philippines,2027,internet_usage,75.5438,62.7393,88.9599
Philippines,2023,electricity_access,98.4816,94.6727,102.2083
Philippines,2024,electricity_access,99.4757,95.6346,103.1244
Philippines,2025,electricity_access,100.4725,96.7723,103.9844
Philippines,2026,electricity_access,101.4665,97.6164,105.3975
Philippines,2027,electricity_access,102.4606,98.7114,106.3406
Philippines,2023,gdp_per_capita,8759.9057,8198.0644,9338.0511
Philippines,2024,gdp_per_capita,8979.9169,8423.7132,9540.7582
Philippines,2025,gdp_per_capita,9200.5309,8664.4017,9762.6119
Philippines,2026,gdp_per_capita,9420.542,8853.1685,9986.4246
Philippines,2027,gdp_per_capita,9640.5532,9106.8702,10217.227
Poland,2023,internet_usage,89.4827,86.256,92.8003
Poland,2024,internet_usage,91.8335,88.3545,94.9762
Poland,2025,internet_usage,94.1908,90.4631,97.8128
Poland,2026,internet_usage,96.5416,92.3174,100.3894
Poland,2027,internet_usage,98.8924,94.1899,103.2933
Poland,2023,electricity_access,100.0,99.9363,100.0686
Poland,2024,electricity_access,100.0,99.8141,100.2108
Poland,2025,electricity_access,100.0,99.6768,100.3785
Poland,2026,electricity_access,100.0,99.4605,100.6044
Poland,2027,electricity_access,100.0,99.2045,100.8157
Poland,2023,gdp_per_capita,32681.0501,31683.4521,33595.6515
