Entity,Year,feature,forecast_value,lower_ci,upper_ci
Ethiopia,2024,gdp_per_capita,2508.9297,2447.8011,2569.4799
Ethiopia,2025,gdp_per_capita,2607.1412,2513.0108,2705.3696
Ethiopia,2026,gdp_per_capita,2705.0845,2569.3294,2835.6057
Finland,2023,internet_usage,101.9683,85.4869,118.6442
Finland,2024,internet_usage,103.7722,87.672,119.5664
Finland,2025,internet_usage,105.581,89.129,121.7335
Finland,2026,internet_usage,107.3849,90.0363,123.6483
Finland,2027,internet_usage,109.1888,93.4432,125.8562
Finland,2023,electricity_access,100.0,100.0,100.0
Finland,2024,electricity_access,100.0,100.0,100.0
Finland,2025,electricity_access,100.0,100.0,100.0
Finland,2026,electricity_access,100.0,100.0,100.0
Finland,2027,electricity_access,100.0,100.0,100.0
Finland,2023,gdp_per_capita,39896.0718,37578.7118,42037.6005
Finland,2024,gdp_per_capita,40055.6185,37817.084,42206.0545
Finland,2025,gdp_per_capita,40215.6024,37972.9869,42446.8081
Finland,2026,gdp_per_capita,40375.1491,38182.0579,42590.5772
Finland,2027,gdp_per_capita,40534.6958,38311.4288,42704.9838
France,2023,internet_usage,101.5748,81.8088,120.8485
France,2024,internet_usage,104.5818,85.8959,122.4569
France,2025,internet_usage,107.5971,89.1435,126.4056
France,2026,internet_usage,110.6041,90.0602,130.8096
France,2027,internet_usage,113.6111,95.5368,132.5631
France,2023,electricity_access,100.0,100.0,100.0
France,2024,electricity_access,100.0,100.0,100.0
France,2025,electricity_access,100.0,100.0,100.0
France,2026,electricity_access,100.0,100.0,100.0
France,2027,electricity_access,100.0,100.0,100.0
France,2023,gdp_per_capita,38691.6207,37388.0885,40051.8686
France,2024,gdp_per_capita,38867.8074,37534.4699,40111.4246
France,2025,gdp_per_capita,39044.4767,37676.958,40473.0371
France,2026,gdp_per_capita,39220.6633,37831.6936,40519.6706
France,2027,gdp_per_capita,39396.85,38084.106,40700.1939
Gabon,2023,internet_usage,70.284,57.1428,82.0109
Gabon,2024,internet_usage,73.8544,61.1126,86.8083
Gabon,2025,internet_usage,77.4346,65.0874,90.1295
Gabon,2026,internet_usage,81.0049,68.0471,93.5822
Gabon,2027,internet_usage,84.5753,71.6974,96.5749
Gabon,2023,electricity_access,92.6819,89.5232,95.9247
Gabon,2024,electricity_access,93.2359,90.2575,96.3467
Gabon,2025,electricity_access,93.7915,90.8507,96.7253
Gabon,2026,electricity_access,94.3455,91.52,97.6817
Gabon,2027,electricity_access,94.8996,91.8376,97.9464
Gabon,2023,gdp_per_capita,17994.8605,15919.9011,20210.5266
Gabon,2024,gdp_per_capita,18281.5691,16189.8288,20510.4692
Gabon,2025,gdp_per_capita,18569.0633,16576.465,20810.1257
Gabon,2026,gdp_per_capita,18855.7719,16608.7222,21045.6642
Gabon,2027,gdp_per_capita,19142.4806,16950.9481,21253.5833
Gambia,2023,internet_usage,36.0762,28.6252,43.7561
Gambia,2024,internet_usage,37.8613,30.184,45.5169
Gambia,2025,internet_usage,39.6513,32.3807,47.2555
Gambia,2026,internet_usage,41.4365,33.877,48.4947
Gambia,2027,internet_usage,43.2216,35.2438,50.6136
Gambia,2023,electricity_access,68.0073,63.4168,72.5417
Gambia,2024,electricity_access,69.7536,65.3711,74.2494
Gambia,2025,electricity_access,71.5046,67.0499,75.7595
Gambia,2026,electricity_access,73.2508,68.9951,77.6843
Gambia,2027,electricity_access,74.9971,70.2851,79.2869
Gambia,2023,gdp_per_capita,2001.4161,1927.0832,2070.2133
Gambia,2024,gdp_per_capita,2026.4109,1958.2617,2096.1847
Gambia,2025,gdp_per_capita,2051.4742,1974.4939,2125.3084
Gambia,2026,gdp_per_capita,2076.469,2002.1608,2149.1069
Gambia,2027,gdp_per_capita,2101.4639,2030.6867,2176.1451
Georgia,2023,internet_usage,85.697,78.9309,92.0749
Georgia,2024,internet_usage,90.2375,83.9169,96.9688
Georgia,2025,internet_usage,94.7905,87.7116,100.8858
Georgia,2026,internet_usage,99.331,92.875,105.8074
Georgia,2027,internet_usage,103.8716,97.2681,110.435
Georgia,2023,electricity_access,99.992,99.3075,100.684
Georgia,2024,electricity_access,99.991,99.3254,100.6877
Georgia,2025,electricity_access,99.9901,99.2338,100.6832
Georgia,2026,electricity_access,99.9891,99.2229,100.8007
Georgia,2027,electricity_access,99.9881,99.138,100.8524
Georgia,2023,gdp_per_capita,13881.0736,13147.2574,14551.345
Georgia,2024,gdp_per_capita,14273.995,13617.4947,14932.3951
Georgia,2025,gdp_per_capita,14667.9928,13988.5773,15326.4053
Georgia,2026,gdp_per_capita,15060.9141,14422.7627,15738.2882
Georgia,2027,gdp_per_capita,15453.8354,14736.8062,16188.3715
Germany,2023,internet_usage,102.1848,86.3898,118.1953
Germany,2024,internet_usage,104.4497,88.1011,121.112
Germany,2025,internet_usage,106.7208,90.5142,122.6219
Germany,2026,internet_usage,108.9857,92.3973,125.9497
Germany,2027,internet_usage,111.2506,95.393,127.4458
Germany,2023,electricity_access,100.0,100.0,100.0
Germany,2024,electricity_access,100.0,100.0,100.0
Germany,2025,electricity_access,100.0,100.0,100.0
Germany,2026,electricity_access,100.0,100.0,100.0
Germany,2027,electricity_access,100.0,100.0,100.0
Germany,2023,gdp_per_capita,47228.2658,45873.1211,48672.7592
Germany,2024,gdp_per_capita,47536.637,46182.473,48876.5792
Germany,2025,gdp_per_capita,47845.8531,46438.8023,49217.5558
Germany,2026,gdp_per_capita,48154.2243,46806.1771,49607.4523
Germany,2027,gdp_per_capita,48462.5956,47012.4846,49950.1943
Ghana,2023,internet_usage,53.9048,32.5271,72.955
Ghana,2024,internet_usage,56.8079,36.3068,77.5253
Ghana,2025,internet_usage,59.719,39.1614,79.1706
Ghana,2026,internet_usage,62.6222,42.8239,82.7658
Ghana,2027,internet_usage,65.5253,45.8058,88.0565
Ghana,2023,electricity_access,90.9805,83.9195,98.4642
Ghana,2024,electricity_access,93.1402,86.0631,100.309
Ghana,2025,electricity_access,95.3057,88.1861,103.0066
Ghana,2026,electricity_access,97.4654,89.9209,104.4372
Ghana,2027,electricity_access,99.625,92.6788,106.8091
Ghana,2023,gdp_per_capita,4476.5044,4258.1989,4688.8183
Ghana,2024,gdp_per_capita,4586.118,4371.1888,4782.9289
Ghana,2025,gdp_per_capita,4696.0318,4463.4591,4924.9074
Ghana,2026,gdp_per_capita,4805.6453,4581.0302,5029.3151
Ghana,2027,gdp_per_capita,4915.2589,4701.8279,5144.0099
Greece,2023,internet_usage,85.1997,82.8097,87.5691
Greece,2024,internet_usage,87.6451,85.1529,90.098
Greece,2025,internet_usage,90.0972,87.5004,92.5879
Greece,2026,internet_usage,92.5426,89.8051,95.2064
Greece,2027,internet_usage,94.988,92.0739,97.6897
Greece,2023,electricity_access,100.0,100.0,100.0
Greece,2024,electricity_access,100.0,100.0,100.0
Greece,2025,electricity_access,100.0,100.0,100.0
Greece,2026,electricity_access,100.0,100.0,100.0
Greece,2027,electricity_access,100.0,100.0,100.0
Greece,2023,gdp_per_capita,23562.2962,19410.5635,27828.7471
Greece,2024,gdp_per_capita,23495.8812,19141.119,28373.1021
Greece,2025,gdp_per_capita,23429.2842,19191.9667,27893.8665
Greece,2026,gdp_per_capita,23362.8692,18780.2799,27724.6014
Greece,2027,gdp_per_capita,23296.4542,18787.1739,27439.0973
Guatemala,2023,internet_usage,50.9487,41.0735,60.8189
Guatemala,2024,internet_usage,53.4714,44.6968,63.3071
Guatemala,2025,internet_usage,56.001,46.3058,66.5589
Guatemala,2026,internet_usage,58.5237,49.0575,68.0328
Guatemala,2027,internet_usage,61.0464,51.1128,71.0325
Guatemala,2023,electricity_access,100.4434,97.8842,102.809
Guatemala,2024,electricity_access,101.7577,99.2867,104.4186
Guatemala,2025,electricity_access,103.0757,100.5926,105.6993
Guatemala,2026,electricity_access,104.39,101.7708,106.8462
Guatemala,2027,electricity_access,105.7043,103.3015,108.2856
Guatemala,2023,gdp_per_capita,7908.6117,7730.3256,8094.6717
Guatemala,2024,gdp_per_capita,8012.0719,7818.6186,8196.5796
Guatemala,2025,gdp_per_capita,8115.8156,7931.1106,8300.4929
Guatemala,2026,gdp_per_capita,8219.2758,8029.1579,8412.503
Guatemala,2027,gdp_per_capita,8322.736,8140.0321,8520.61
Guinea,2023,internet_usage,22.9674,14.6182,30.8326
Guinea,2024,internet_usage,24.2269,16.4163,32.0532
Guinea,2025,internet_usage,25.4899,17.6214,33.679
Guinea,2026,internet_usage,26.7493,18.3446,34.667
Guinea,2027,internet_usage,28.0088,19.3169,35.9092
Guinea,2023,electricity_access,48.4181,44.7269,51.9871
Guinea,2024,electricity_access,50.041,46.7682,53.751
Guinea,2025,electricity_access,51.6683,48.2369,54.9417
Guinea,2026,electricity_access,53.2912,50.0133,56.7209
Guinea,2027,electricity_access,54.914,51.5868,58.5463
Guinea,2023,gdp_per_capita,1880.3829,1825.8118,1929.2353
Guinea,2024,gdp_per_capita,1934.8576,1880.6027,1991.0728
Guinea,2025,gdp_per_capita,1989.4815,1932.361,2046.282
Guinea,2026,gdp_per_capita,2043.9563,1984.8077,2099.7407
Guinea,2027,gdp_per_capita,2098.431,2038.3573,2158.6927
Haiti,2023,internet_usage,33.259,23.8851,42.3991
Haiti,2024,internet_usage,34.8693,25.7748,44.729
Haiti,2023,electricity_access,48.5211,47.1273,50.1026
Haiti,2024,electricity_access,49.4766,47.9286,50.9657
Haiti,2023,gdp_per_capita,1798.8512,1741.4396,1858.4092
Haiti,2024,gdp_per_capita,1806.8583,1732.894,1885.2796
Honduras,2023,internet_usage,48.3413,39.2483,58.1512
Honduras,2024,internet_usage,50.6961,41.8342,60.2439
Honduras,2025,internet_usage,53.0574,44.1046,62.6021
Honduras,2026,internet_usage,55.4123,46.0606,64.2568
Honduras,2027,internet_usage,57.7671,48.3509,67.1784
Honduras,2023,electricity_access,96.3959,92.8732,100.1812
Honduras,2024,electricity_access,97.4451,93.8595,100.9176
Honduras,2025,electricity_access,98.4971,94.7748,102.3627
Honduras,2026,electricity_access,99.5463,95.8573,103.2717
Honduras,2027,electricity_access,100.5955,96.5183,104.2993
Honduras,2023,gdp_per_capita,5245.4097,4987.3122,5507.707
Honduras,2024,gdp_per_capita,5314.559,5065.0779,5557.3108
Honduras,2025,gdp_per_capita,5383.8977,5140.9107,5624.1935
Honduras,2026,gdp_per_capita,5453.047,5190.4791,5713.6621
Honduras,2027,gdp_per_capita,5522.1962,5261.0101,5780.1539
Hong Kong,2023,internet_usage,100.5167,95.3052,105.5228
Hong Kong,2024,internet_usage,102.8001,97.885,107.7889
Hong Kong,2025,internet_usage,105.0897,100.0059,110.7012
Hong Kong,2026,internet_usage,107.3731,102.2145,112.5971
Hong Kong,2027,internet_usage,109.6565,104.3991,114.8501
Hong Kong,2023,electricity_access,100.0,100.0,100.0
Hong Kong,2024,electricity_access,100.0,100.0,100.0
Hong Kong,2025,electricity_access,100.0,100.0,100.0
Hong Kong,2026,electricity_access,100.0,100.0,100.0
Hong Kong,2027,electricity_access,100.0,100.0,100.0
Hong Kong,2023,gdp_per_capita,50436.3366,47947.3513,52793.6309
Hong Kong,2024,gdp_per_capita,50777.3031,48261.0167,53225.9058
Hong Kong,2025,gdp_per_capita,51119.2038,48646.2022,53392.7219
Hong Kong,2026,gdp_per_capita,51460.1703,49004.6455,53934.3844
Hong Kong,2027,gdp_per_capita,51801.1369,49378.1422,54292.3766
Hungary,2023,internet_usage,101.3666,85.7734,116.7028
Hungary,2024,internet_usage,104.9182,89.8391,121.1905
Hungary,2025,internet_usage,108.4796,92.7764,123.3884
Hungary,2026,internet_usage,112.0312,96.409,126.9221
Hungary,2027,internet_usage,115.5829,100.8466,130.9758
Hungary,2023,electricity_access,100.0,99.971,100.0334
Hungary,2024,electricity_access,100.0,99.9042,100.1094
Hungary,2025,electricity_access,100.0,99.825,100.1897
Hungary,2026,electricity_access,100.0,99.7233,100.2937
Hungary,2027,electricity_access,100.0,99.6105,100.3978
Hungary,2023,gdp_per_capita,28960.0343,27428.9541,30582.3369
Hungary,2024,gdp_per_capita,29623.6616,28002.1398,31109.0001
Hungary,2025,gdp_per_capita,30289.1069,28701.3275,31807.5383
Hungary,2026,gdp_per_capita,30952.7342,29369.0711,32606.067
Hungary,2027,gdp_per_capita,31616.3614,30025.7914,33206.5108
Iceland,2023,internet_usage,109.9342,92.6778,127.2561
Iceland,2024,internet_usage,111.6208,94.5261,130.6015
Iceland,2025,internet_usage,113.3119,96.0886,131.2168
Iceland,2026,internet_usage,114.9985,96.99,132.0698
Iceland,2027,internet_usage,116.685,97.7222,134.6574
Iceland,2023,electricity_access,100.0,100.0,100.0
Iceland,2024,electricity_access,100.0,100.0,100.0
Iceland,2025,electricity_access,100.0,100.0,100.0
Iceland,2026,electricity_access,100.0,100.0,100.0
Iceland,2027,electricity_access,100.0,100.0,100.0
Iceland,2023,gdp_per_capita,42929.55,39544.8358,46426.6699
Iceland,2024,gdp_per_capita,43297.9569,39759.6923,46599.4851
Iceland,2025,gdp_per_capita,43667.3731,40047.4552,47499.4951
Iceland,2026,gdp_per_capita,44035.78,40446.2816,47776.1156
Iceland,2027,gdp_per_capita,44404.1869,40693.4475,47870.8478
India,2023,internet_usage,36.1019,22.8581,48.6788
India,2024,internet_usage,37.9841,23.2878,52.0345
India,2025,internet_usage,39.8715,25.1027,54.2222
India,2026,internet_usage,41.7537,28.3104,55.9097
India,2027,internet_usage,43.6359,30.817,57.1939
India,2023,electricity_access,102.9209,100.7677,105.0568
India,2024,electricity_access,104.8681,102.7496,106.9858
India,2025,electricity_access,106.8206,104.7227,108.8068
India,2026,electricity_access,108.7678,106.8361,110.7299
India,2027,electricity_access,110.7151,108.4227,112.7855
India,2023,gdp_per_capita,8032.2709,7654.0516,8374.9333
India,2024,gdp_per_capita,8298.8671,7945.5299,8666.2241
India,2025,gdp_per_capita,8566.1937,8221.7772,8896.9287
India,2026,gdp_per_capita,8832.7899,8468.4783,9220.877
India,2027,gdp_per_capita,9099.3861,8712.3014,9468.9038
Indonesia,2023,internet_usage,53.1047,37.0932,68.4631
Indonesia,2024,internet_usage,55.8669,40.1954,71.5938
Indonesia,2025,internet_usage,58.6367,42.8851,74.6032
Indonesia,2026,internet_usage,61.399,45.9052,77.0502
Indonesia,2027,internet_usage,64.1612,48.1588,79.0992
Indonesia,2023,electricity_access,99.9808,97.9881,101.9841
Indonesia,2024,electricity_access,100.3349,98.2913,102.4197
Indonesia,2025,electricity_access,100.6899,98.7073,102.8433
Indonesia,2026,electricity_access,101.044,98.9183,103.1179
Indonesia,2027,electricity_access,101.3981,99.2685,103.6285
Indonesia,2023,gdp_per_capita,13050.3182,12804.3954,13319.4733
Indonesia,2024,gdp_per_capita,13345.4147,13090.9475,13566.9336
Indonesia,2025,gdp_per_capita,13641.3197,13373.7683,13892.0664
Indonesia,2026,gdp_per_capita,13936.4162,13637.6359,14244.4184
Indonesia,2027,gdp_per_capita,14231.5126,13870.7561,14580.2814
Iran,2023,internet_usage,80.2075,63.2335,96.2525
Iran,2024,internet_usage,84.2112,69.2135,100.8099
Iran,2025,internet_usage,88.2259,72.862,103.6112
Iran,2026,internet_usage,92.2296,76.7824,108.5019
Iran,2027,internet_usage,96.2334,79.8374,112.8854
Iran,2023,electricity_access,100.0325,99.7127,100.3633
Iran,2024,electricity_access,100.0465,99.0284,101.0268
Iran,2025,electricity_access,100.0605,98.2081,101.9146
Iran,2026,electricity_access,100.0744,97.2556,102.8667
Iran,2027,electricity_access,100.0884,96.387,104.0124
Iran,2023,gdp_per_capita,20275.4768,17551.3699,22987.0777
Iran,2024,gdp_per_capita,20666.2752,18172.3594,23315.2307
Iran,2025,gdp_per_capita,21058.1443,18467.4854,23784.2899
Iran,2026,gdp_per_capita,21448.9428,18683.1987,24043.0625
Iran,2027,gdp_per_capita,21839.7412,18969.3237,24470.6455
Ireland,2023,internet_usage,107.9931,94.8918,121.4432
Ireland,2024,internet_usage,111.4718,98.1583,124.3217
Ireland,2025,internet_usage,114.96,101.9153,128.2075
Ireland,2026,internet_usage,118.4386,106.3202,131.9914
Ireland,2027,internet_usage,121.9173,108.4742,134.5178
Ireland,2023,electricity_access,100.0,100.0,100.0
Ireland,2024,electricity_access,100.0,100.0,100.0
Ireland,2025,electricity_access,100.0,100.0,100.0
Ireland,2026,electricity_access,100.0,100.0,100.0
Ireland,2027,electricity_access,100.0,100.0,100.0
Ireland,2023,gdp_per_capita,59520.3918,54683.2331,64413.3716
Ireland,2024,gdp_per_capita,60274.9171,55552.0326,65140.3815
Ireland,2025,gdp_per_capita,61031.5096,56208.4111,65650.7001
Ireland,2026,gdp_per_capita,61786.0349,56921.1222,66707.445
Ireland,2027,gdp_per_capita,62540.5602,57592.0929,67331.3927
Italy,2023,internet_usage,81.5587,75.9239,87.4068
Italy,2024,internet_usage,84.0746,78.4701,89.6289
Italy,2025,internet_usage,86.5973,81.2117,92.8432
Italy,2026,internet_usage,89.1132,83.2623,94.735
Italy,2027,internet_usage,91.629,86.2592,97.2238
Italy,2023,electricity_access,100.0,100.0,100.0
Italy,2024,electricity_access,100.0,100.0,100.0
Italy,2025,electricity_access,100.0,100.0,100.0
Italy,2026,electricity_access,100.0,100.0,100.0
Italy,2027,electricity_access,100.0,100.0,100.0
Italy,2023,gdp_per_capita,34684.982,32699.556,36763.2473
Italy,2024,gdp_per_capita,34700.5027,32827.3865,36568.0999
Italy,2025,gdp_per_capita,34716.0659,32819.087,36726.365
Italy,2026,gdp_per_capita,34731.5866,32768.5428,36670.7526
Italy,2027,gdp_per_capita,34747.1073,32755.8953,36757.6219
Jamaica,2023,internet_usage,80.6766,70.3458,91.3427
Jamaica,2024,internet_usage,84.4034,73.993,95.0434
Jamaica,2025,internet_usage,88.1404,76.6571,98.7596
Jamaica,2026,internet_usage,91.8672,81.2994,102.1872
Jamaica,2027,internet_usage,95.5939,84.4802,105.7996
Jamaica,2023,electricity_access,101.5847,100.1861,103.1352
Jamaica,2024,electricity_access,102.3661,100.8994,103.9391
Jamaica,2025,electricity_access,103.1497,101.7451,104.643
Jamaica,2026,electricity_access,103.9311,102.4751,105.4563
Jamaica,2027,electricity_access,104.7125,103.209,106.3014
Jamaica,2023,gdp_per_capita,7414.4791,7074.9734,7761.4929
Jamaica,2024,gdp_per_capita,7431.5219,7067.2168,7790.0985
Jamaica,2025,gdp_per_capita,7448.6115,7115.0887,7809.434
Jamaica,2026,gdp_per_capita,7465.6543,7115.6102,7792.3273
Jamaica,2027,gdp_per_capita,7482.6972,7146.4593,7816.1459
Japan,2023,internet_usage,102.939,86.2975,119.8307
Japan,2024,internet_usage,105.2869,86.9196,120.4681
Japan,2025,internet_usage,107.6414,90.3524,123.9022
Japan,2026,internet_usage,109.9894,92.8346,127.9619
Japan,2027,internet_usage,112.3373,95.8439,127.953
Japan,2023,electricity_access,100.0,100.0,100.0
Japan,2024,electricity_access,100.0,100.0,100.0
Japan,2025,electricity_access,100.0,100.0,100.0
Japan,2026,electricity_access,100.0,100.0,100.0
Japan,2027,electricity_access,100.0,100.0,100.0
Japan,2023,gdp_per_capita,38645.6014,37348.1619,40016.7745
Japan,2024,gdp_per_capita,38883.7976,37541.4611,40194.6137
Japan,2025,gdp_per_capita,39122.6463,37764.7473,40300.0917
Japan,2026,gdp_per_capita,39360.8424,37971.5403,40602.5253
Japan,2027,gdp_per_capita,39599.0385,38265.9414,40958.1234
Jordan,2023,internet_usage,93.7396,90.8124,96.749
Jordan,2024,internet_usage,98.8965,95.9677,101.9109
Jordan,2025,internet_usage,104.0675,100.9448,107.127
Jordan,2026,internet_usage,109.2244,105.6445,112.7636
Jordan,2027,internet_usage,114.3813,110.3765,118.2823
Jordan,2023,electricity_access,99.9827,99.4816,100.4621
Jordan,2024,electricity_access,99.9956,99.4565,100.4743
Jordan,2025,electricity_access,100.0085,99.5119,100.5149
Jordan,2026,electricity_access,100.0214,99.5363,100.5458
Jordan,2027,electricity_access,100.0343,99.4838,100.583
Jordan,2023,gdp_per_capita,9898.7424,7698.1664,12272.9807
Jordan,2024,gdp_per_capita,9909.4988,7510.1869,12358.4035
Jordan,2025,gdp_per_capita,9920.2846,7696.2533,12491.7616
Jordan,2026,gdp_per_capita,9931.0409,7697.5427,12344.4134
Jordan,2027,gdp_per_capita,9941.7972,7656.0896,12370.9695
Kazakhstan,2023,internet_usage,103.7651,85.2372,123.1136
Kazakhstan,2024,internet_usage,108.8855,91.4204,127.1778
Kazakhstan,2025,internet_usage,114.0199,96.5572,133.3751
Kazakhstan,2026,internet_usage,119.1402,102.0393,137.3146
Kazakhstan,2027,internet_usage,124.2606,106.3822,141.921
Kazakhstan,2023,electricity_access,100.0,99.867,100.1313
Kazakhstan,2024,electricity_access,100.0,99.6188,100.4076
Kazakhstan,2025,electricity_access,100.0,99.3111,100.7655
Kazakhstan,2026,electricity_access,100.0,98.8027,101.2291
Kazakhstan,2027,electricity_access,100.0,98.3285,101.7176
Kazakhstan,2023,gdp_per_capita,26907.6996,26255.2676,27576.9194
Kazakhstan,2024,gdp_per_capita,27302.8386,26648.2847,27964.2335
Kazakhstan,2025,gdp_per_capita,27699.0603,26948.0401,28401.7648
Kazakhstan,2026,gdp_per_capita,28094.1993,27267.0133,28902.1574
Kazakhstan,2027,gdp_per_capita,28489.3383,27616.9728,29416.0635
Kenya,2023,internet_usage,24.7628,21.6528,27.8663
Kenya,2024,internet_usage,25.9311,22.7489,29.0354
Kenya,2023,electricity_access,67.0782,55.3339,78.5177
Kenya,2024,electricity_access,69.5524,57.5366,81.3033
Kenya,2023,gdp_per_capita,3477.5463,3406.4686,3557.4728
Kenya,2024,gdp_per_capita,3547.4814,3468.0389,3629.6165
Kuwait,2023,internet_usage,118.2766,107.7321,129.022
Kuwait,2024,internet_usage,123.1665,111.7235,133.3606
Kuwait,2025,internet_usage,128.0699,116.7397,139.4071
Kuwait,2026,internet_usage,132.9599,121.3396,143.9128
Kuwait,2027,internet_usage,137.8499,127.1393,149.2796
Kuwait,2023,electricity_access,100.0,100.0,100.0
Kuwait,2024,electricity_access,100.0,100.0,100.0
Kuwait,2025,electricity_access,100.0,100.0,100.0
Kuwait,2026,electricity_access,100.0,100.0,100.0
Kuwait,2027,electricity_access,100.0,100.0,100.0
Kuwait,2023,gdp_per_capita,84000.7411,65308.427,102620.4755
Kuwait,2024,gdp_per_capita,85426.2272,65818.8317,104702.85
Kuwait,2025,gdp_per_capita,86855.6187,68230.3171,104853.5089
Kuwait,2026,gdp_per_capita,88281.1048,67900.5212,108054.4742
Kuwait,2027,gdp_per_capita,89706.5909,71450.6901,109931.5944
Kyrgyzstan,2023,internet_usage,72.3746,55.2188,90.1785
Kyrgyzstan,2024,internet_usage,75.9781,58.4276,93.0944
Kyrgyzstan,2025,internet_usage,79.5915,61.9682,98.3292
Kyrgyzstan,2026,internet_usage,83.1951,65.4378,100.5449
Kyrgyzstan,2027,internet_usage,86.7986,70.6664,104.1687
Kyrgyzstan,2023,electricity_access,99.8824,99.2213,100.5068
Kyrgyzstan,2024,electricity_access,99.9084,99.2565,100.5903
Kyrgyzstan,2025,electricity_access,99.9344,99.2232,100.6999
Kyrgyzstan,2026,electricity_access,99.9603,99.2429,100.6433
Kyrgyzstan,2027,electricity_access,99.9863,99.3128,100.7393
Kyrgyzstan,2023,gdp_per_capita,5490.593,5187.6092,5799.5656
Kyrgyzstan,2024,gdp_per_capita,5592.4055,5270.7494,5907.2182
Kyrgyzstan,2025,gdp_per_capita,5694.497,5383.4159,6039.1356
Kyrgyzstan,2026,gdp_per_capita,5796.3094,5488.2947,6102.0869
Kyrgyzstan,2027,gdp_per_capita,5898.1219,5597.0183,6211.7755
Laos,2023,internet_usage,50.1757,32.0577,68.5207
Laos,2024,internet_usage,52.9225,34.7899,70.8172
Laos,2025,internet_usage,55.6769,39.8389,73.3223
Laos,2026,internet_usage,58.4237,40.0261,75.0356
Laos,2027,internet_usage,61.1705,42.5641,78.4166
Laos,2023,electricity_access,107.7508,103.052,112.6243
Laos,2024,electricity_access,110.6385,106.0223,115.212
Laos,2025,electricity_access,113.5342,109.147,118.3752
Laos,2026,electricity_access,116.4219,111.8678,121.5788
Laos,2027,electricity_access,119.3096,114.2071,123.9897
Laos,2023,gdp_per_capita,7448.2458,7344.9513,7553.5775
Laos,2024,gdp_per_capita,7663.2447,7546.4207,7791.2115
Laos,2025,gdp_per_capita,7878.8326,7745.3827,8023.0604
Laos,2026,gdp_per_capita,8093.8315,7932.2549,8282.3823
Laos,2027,gdp_per_capita,8308.8304,8094.5028,8540.866
Latvia,2023,internet_usage,105.3558,87.8959,123.0809
Latvia,2024,internet_usage,108.9433,92.5731,125.3032
Latvia,2025,internet_usage,112.5406,95.0182,128.8265
Latvia,2026,internet_usage,116.1281,98.795,133.669
Latvia,2027,internet_usage,119.7156,103.0902,136.1115
Latvia,2023,electricity_access,100.0,99.8075,100.1704
Latvia,2024,electricity_access,100.0,99.4036,100.5411
Latvia,2025,electricity_access,100.0,98.9406,101.049
Latvia,2026,electricity_access,100.0,98.3917,101.5094
Latvia,2027,electricity_access,100.0,97.6419,102.0669
Latvia,2023,gdp_per_capita,27847.7476,25045.2467,30493.3717
Latvia,2024,gdp_per_capita,28509.6535,25785.8538,31331.8271
Latvia,2025,gdp_per_capita,29173.3729,26572.6034,31841.4219
Latvia,2026,gdp_per_capita,29835.2788,27154.2188,32604.124
Latvia,2027,gdp_per_capita,30497.1847,27821.6579,33104.9543
Lebanon,2023,internet_usage,100.4696,84.898,116.4742
Lebanon,2024,internet_usage,104.9466,89.4491,120.5463
Lebanon,2025,internet_usage,109.436,93.7634,124.9222
Lebanon,2026,internet_usage,113.913,97.5578,129.67
Lebanon,2027,internet_usage,118.3901,102.7076,133.7126
Lebanon,2023,electricity_access,100.104,99.4529,100.7557
Lebanon,2024,electricity_access,100.151,99.5034,100.8263
Lebanon,2025,electricity_access,100.1982,99.5185,100.8607
Lebanon,2026,electricity_access,100.2452,99.6098,100.9846
Lebanon,2027,electricity_access,100.2922,99.5392,101.0092
Lebanon,2023,gdp_per_capita,14048.6649,9471.2816,18564.0538
Lebanon,2024,gdp_per_capita,14230.2812,9772.7144,18703.4874
Lebanon,2025,gdp_per_capita,14412.3951,9705.0752,18920.8696
Lebanon,2026,gdp_per_capita,14594.0114,10309.3902,19022.4917
Lebanon,2027,gdp_per_capita,14775.6278,10182.8793,19673.38
Lesotho,2023,internet_usage,46.4395,34.8706,58.863
Lesotho,2024,internet_usage,48.8798,37.2718,59.8895
Lesotho,2025,internet_usage,51.3267,39.7923,63.8668
Lesotho,2026,internet_usage,53.7669,41.2053,66.3967
Lesotho,2027,internet_usage,56.2071,43.552,69.5041
Lesotho,2023,electricity_access,52.7655,47.9711,57.8322
Lesotho,2024,electricity_access,55.2581,50.0431,60.7172
Lesotho,2025,electricity_access,57.7575,52.8273,62.607
Lesotho,2026,electricity_access,60.25,55.2634,65.6909
Lesotho,2027,electricity_access,62.7426,57.5689,68.3247
Lesotho,2023,gdp_per_capita,2498.1437,2274.631,2736.8717
Lesotho,2024,gdp_per_capita,2497.8043,2249.8291,2751.5157
Lesotho,2025,gdp_per_capita,2497.464,2273.7744,2745.9175
Lesotho,2026,gdp_per_capita,2497.1246,2264.2176,2732.4926
Lesotho,2027,gdp_per_capita,2496.7852,2246.4827,2728.9183
Libya,2023,internet_usage,77.8932,50.2369,107.322
Libya,2024,internet_usage,82.0265,54.2182,108.313
Libya,2025,internet_usage,86.171,60.09,113.5357
Libya,2026,internet_usage,90.3042,61.2339,119.256
Libya,2027,internet_usage,94.4374,68.8003,121.3967
Libya,2023,electricity_access,68.1726,67.3349,69.1136
Libya,2024,electricity_access,67.3068,66.3797,68.2837
Libya,2025,electricity_access,66.4386,65.4206,67.4723
